Y	X	value
1	2141	2
1	2142	0
1	2143	0
1	2144	0
1	2145	0
1	2146	0
1	2147	0
1	2148	2
1	2149	0
1	2150	0
1	2151	0
1	2152	2
1	2153	2
1	2154	0
1	2155	0
1	2156	0
1	2157	2
1	2158	2
1	2159	0
1	2160	0
1	2161	0
1	2162	0
1	2163	2
1	2164	2
1	2165	0
1	2166	0
1	2167	0
1	2168	2
1	2169	0
1	2170	0
1	2171	0
1	2172	0
1	2173	0
1	2174	2
1	2175	2
1	2176	2
1	2177	0
1	2178	2
1	2179	2
1	2180	0
1	2181	2
1	2182	2
1	2183	2
1	2184	0
1	2185	0
1	2186	2
1	2187	2
1	2188	2
1	2189	2
1	2190	0
1	2191	0
1	2192	0
1	2193	0
1	2194	0
1	2195	0
1	2196	2
1	2197	2
1	2198	2
1	2199	0
1	2200	2
1	2201	2
1	2202	0
1	2203	2
1	2204	0
1	2205	2
1	2206	2
1	2207	2
1	2208	2
1	2209	2
1	2210	0
1	2211	2
1	2212	0
1	2213	0
1	2214	2
1	2215	0
1	2216	0
1	2217	0
1	2218	2
1	2219	2
1	2220	0
1	2221	0
1	2222	2
1	2223	0
1	2224	0
1	2225	2
1	2226	2
1	2227	2
1	2228	2
1	2229	2
1	2230	2
1	2231	0
1	2232	0
1	2233	0
1	2234	2
1	2235	0
1	2236	0
1	2237	2
1	2238	0
1	2239	2
1	2240	0
1	2241	0
1	2242	0
1	2243	0
1	2244	2
1	2245	0
1	2246	0
1	2247	2
1	2248	0
1	2249	0
1	2250	2
2	1	0
2	2	2
2	3	0
2	4	2
2	5	2
2	6	0
2	7	2
2	8	2
2	9	0
2	10	0
2	11	0
2	12	0
2	13	2
2	14	2
2	15	0
2	16	2
2	17	0
2	18	2
2	19	2
2	20	0
2	21	2
2	22	0
2	23	2
2	24	2
2	25	2
2	26	2
2	27	0
2	28	2
2	29	0
2	30	2
2	31	2
2	32	2
2	33	0
2	34	0
2	35	2
2	36	0
2	37	0
2	38	0
2	39	0
2	40	0
2	41	2
2	42	0
2	43	0
2	44	2
2	45	0
2	46	2
2	47	0
2	48	2
2	49	2
2	50	2
2	51	0
2	52	2
2	53	0
2	54	0
2	55	0
2	56	2
2	57	2
2	58	0
2	59	0
2	60	0
2	61	2
2	62	2
2	63	2
2	64	2
2	65	2
2	66	2
2	67	2
2	68	0
2	69	2
2	70	0
2	71	0
2	72	0
2	73	0
2	74	2
2	75	0
2	76	0
2	77	0
2	78	0
2	79	2
2	80	2
2	81	0
2	82	0
2	83	0
2	84	0
2	85	2
2	86	0
2	87	2
2	88	0
2	89	0
2	90	2
2	91	2
2	92	0
2	93	0
2	94	2
2	95	2
2	96	2
2	97	2
2	98	2
2	99	2
2	100	0
2	101	0
2	102	2
2	103	2
2	104	2
2	105	2
2	106	0
2	107	0
2	108	2
2	109	0
2	110	2
2	111	2
2	112	2
2	113	2
2	114	2
2	115	0
2	116	0
2	117	0
2	118	2
2	119	2
2	120	0
2	121	0
2	122	2
2	123	2
2	124	2
2	125	2
2	126	2
2	127	0
2	128	0
2	129	0
2	130	0
2	131	2
2	132	0
2	133	2
2	134	0
2	135	0
2	136	2
2	137	0
2	138	2
2	139	2
2	140	0
2	141	0
2	142	0
2	143	2
2	144	0
2	145	0
2	146	0
2	147	2
2	148	0
2	149	2
2	150	0
2	151	2
2	152	2
2	153	0
2	154	0
2	155	2
2	156	0
2	157	0
2	158	2
2	159	2
2	160	0
2	161	0
2	162	0
2	163	0
2	164	2
2	165	2
2	166	2
2	167	2
2	168	0
2	169	0
2	170	0
2	171	0
2	172	0
2	173	0
2	174	0
2	175	2
2	176	2
2	177	0
2	178	2
2	179	0
2	180	0
2	181	2
2	182	2
2	183	2
2	184	0
2	185	0
2	186	2
2	187	0
2	188	2
2	189	2
2	190	2
2	191	2
2	192	2
2	193	0
2	194	2
2	195	0
2	196	2
2	197	0
2	198	0
2	199	0
2	200	0
2	201	2
2	202	0
2	203	0
2	204	0
2	205	0
2	206	2
2	207	0
2	208	0
2	209	2
2	210	2
2	211	0
2	212	2
2	213	0
2	214	2
2	215	2
2	216	2
2	217	2
2	218	0
2	219	0
2	220	2
2	221	0
2	222	0
2	223	2
2	224	2
2	225	0
2	226	0
2	227	2
2	228	2
2	229	2
2	230	0
2	231	0
2	232	0
2	233	2
2	234	2
2	235	0
2	236	2
2	237	0
2	238	2
2	239	0
2	240	2
2	241	2
2	242	0
2	243	0
2	244	2
2	245	2
2	246	0
2	247	0
2	248	0
2	249	0
2	250	2
2	251	0
2	252	2
2	253	2
2	254	2
2	255	0
2	256	0
2	257	2
2	258	0
2	259	0
2	260	0
2	261	2
2	262	2
2	263	0
2	264	2
2	265	0
2	266	2
2	267	2
2	268	2
2	269	0
2	270	2
2	271	0
2	272	2
2	273	0
2	274	2
2	275	0
2	276	2
2	277	2
2	278	0
2	279	0
2	280	0
2	281	2
2	282	2
2	283	2
2	284	2
2	285	0
2	286	0
2	287	2
2	288	0
2	289	0
2	290	2
2	291	0
2	292	0
2	293	0
2	294	2
2	295	0
2	296	0
2	297	0
2	298	2
2	299	0
2	300	0
2	301	0
2	302	2
2	303	2
2	304	2
2	305	0
2	306	0
2	307	2
2	308	0
2	309	0
2	310	0
2	311	0
2	312	0
2	313	0
2	314	0
2	315	0
2	316	0
2	317	2
2	318	2
2	319	2
2	320	2
2	321	2
2	322	2
2	323	2
2	324	0
2	325	0
2	326	2
2	327	0
2	328	2
2	329	2
2	330	0
2	331	2
2	332	2
2	333	0
2	334	2
2	335	0
2	336	0
2	337	2
2	338	2
2	339	0
2	340	0
2	341	0
2	342	0
2	343	2
2	344	0
2	345	2
2	346	0
2	347	0
2	348	0
2	349	2
2	350	0
2	351	0
2	352	2
2	353	0
2	354	0
2	355	2
2	356	2
2	357	2
2	358	2
2	359	2
2	360	0
2	361	2
2	362	2
2	363	2
2	364	2
2	365	2
2	366	0
2	367	0
2	368	2
2	369	2
2	370	2
2	371	0
2	372	0
2	373	2
2	374	0
2	375	0
2	376	2
2	377	0
2	378	0
2	379	2
2	380	0
2	381	0
2	382	0
2	383	2
2	384	0
2	385	0
2	386	2
2	387	2
2	388	2
2	389	2
2	390	0
2	391	2
2	392	0
2	393	0
2	394	2
2	395	2
2	396	0
2	397	2
2	398	0
2	399	2
2	400	0
2	401	0
2	402	0
2	403	0
2	404	2
2	405	2
2	406	2
2	407	0
2	408	0
2	409	0
2	410	0
2	411	2
2	412	2
2	413	2
2	414	0
2	415	2
2	416	0
2	417	2
2	418	0
2	419	2
2	420	2
2	421	0
2	422	0
2	423	2
2	424	0
2	425	0
2	426	2
2	427	0
2	428	2
2	429	0
2	430	2
2	431	0
2	432	2
2	433	0
2	434	0
2	435	2
2	436	2
2	437	0
2	438	2
2	439	0
2	440	2
2	441	0
2	442	0
2	443	2
2	444	2
2	445	2
2	446	0
2	447	2
2	448	2
2	449	0
2	450	2
2	451	0
2	452	0
2	453	0
2	454	2
2	455	2
2	456	0
2	457	2
2	458	0
2	459	2
2	460	2
2	461	0
2	462	0
2	463	2
2	464	2
2	465	0
2	466	0
2	467	0
2	468	2
2	469	0
2	470	0
2	471	2
2	472	0
2	473	0
2	474	2
2	475	2
2	476	2
2	477	0
2	478	0
2	479	0
2	480	2
2	481	2
2	482	2
2	483	2
2	484	0
2	485	0
2	486	0
2	487	2
2	488	2
2	489	0
2	490	2
2	491	2
2	492	0
2	493	2
2	494	2
2	495	2
2	496	2
2	497	0
2	498	2
2	499	2
2	500	0
2	501	0
2	502	2
2	503	2
2	504	0
2	505	2
2	506	0
2	507	0
2	508	0
2	509	0
2	510	0
2	511	0
2	512	2
2	513	2
2	514	2
2	515	2
2	516	0
2	517	0
2	518	2
2	519	2
2	520	0
2	521	2
2	522	2
2	523	2
2	524	2
2	525	2
2	526	2
2	527	0
2	528	2
2	529	2
2	530	0
2	531	2
2	532	0
2	533	0
2	534	0
2	535	2
2	536	0
2	537	2
2	538	2
2	539	2
2	540	0
2	541	0
2	542	0
2	543	0
2	544	0
2	545	0
2	546	2
2	547	2
2	548	2
2	549	0
2	550	0
2	551	2
2	552	0
2	553	0
2	554	0
2	555	2
2	556	2
2	557	0
2	558	0
2	559	2
2	560	0
2	561	0
2	562	0
2	563	2
2	564	2
2	565	0
2	566	0
2	567	0
2	568	2
2	569	0
2	570	0
2	571	2
2	572	0
2	573	2
2	574	2
2	575	0
2	576	2
2	577	0
2	578	2
2	579	2
2	580	2
2	581	0
2	582	0
2	583	0
2	584	2
2	585	2
2	586	0
2	587	0
2	588	0
2	589	2
2	590	0
2	591	2
2	592	2
2	593	0
2	594	0
2	595	0
2	596	0
2	597	0
2	598	2
2	599	2
2	600	0
2	601	0
2	602	2
2	603	2
2	604	2
2	605	2
2	606	0
2	607	2
2	608	0
2	609	2
2	610	0
2	611	0
2	612	0
2	613	0
2	614	2
2	615	2
2	616	2
2	617	0
2	618	2
2	619	2
2	620	2
2	621	0
2	622	0
2	623	0
2	624	0
2	625	0
2	626	2
2	627	2
2	628	0
2	629	0
2	630	2
2	631	2
2	632	2
2	633	2
2	634	0
2	635	0
2	636	2
2	637	2
2	638	2
2	639	2
2	640	2
2	641	2
2	642	0
2	643	0
2	644	2
2	645	0
2	646	2
2	647	2
2	648	2
2	649	0
2	650	0
2	651	2
2	652	2
2	653	0
2	654	0
2	655	2
2	656	0
2	657	0
2	658	0
2	659	2
2	660	0
2	661	0
2	662	2
2	663	2
2	664	0
2	665	0
2	666	2
2	667	2
2	668	0
2	669	2
2	670	0
2	671	2
2	672	2
2	673	2
2	674	2
2	675	0
2	676	2
2	677	0
2	678	2
2	679	0
2	680	0
2	681	0
2	682	0
2	683	2
2	684	0
2	685	2
2	686	2
2	687	0
2	688	0
2	689	2
2	690	0
2	691	2
2	692	0
2	693	0
2	694	2
2	695	0
2	696	0
2	697	2
2	698	0
2	699	0
2	700	2
2	701	2
2	702	0
2	703	0
2	704	2
2	705	2
2	706	2
2	707	0
2	708	2
2	709	0
2	710	2
2	711	2
2	712	2
2	713	0
2	714	2
2	715	0
2	716	0
2	717	0
2	718	2
2	719	0
2	720	0
2	721	2
2	722	2
2	723	0
2	724	0
2	725	2
2	726	2
2	727	2
2	728	0
2	729	2
2	730	0
2	731	0
2	732	2
2	733	2
2	734	2
2	735	2
2	736	2
2	737	0
2	738	2
2	739	2
2	740	2
2	741	2
2	742	0
2	743	2
2	744	0
2	745	2
2	746	2
2	747	2
2	748	0
2	749	2
2	750	0
2	751	2
2	752	0
2	753	2
2	754	2
2	755	2
2	756	0
2	757	2
2	758	0
2	759	2
2	760	0
2	761	2
2	762	0
2	763	0
2	764	2
2	765	2
2	766	2
2	767	2
2	768	0
2	769	2
2	770	0
2	771	0
2	772	2
2	773	2
2	774	2
2	775	2
2	776	0
2	777	2
2	778	0
2	779	2
2	780	2
2	781	2
2	782	2
2	783	0
2	784	2
2	785	2
2	786	0
2	787	0
2	788	2
2	789	2
2	790	2
2	791	0
2	792	2
2	793	2
2	794	2
2	795	2
2	796	0
2	797	2
2	798	2
2	799	0
2	800	2
2	801	0
2	802	0
2	803	0
2	804	2
2	805	2
2	806	2
2	807	0
2	808	2
2	809	0
2	810	0
2	811	2
2	812	0
2	813	0
2	814	0
2	815	0
2	816	0
2	817	0
2	818	2
2	819	0
2	820	2
2	821	0
2	822	0
2	823	2
2	824	0
2	825	2
2	826	2
2	827	0
2	828	0
2	829	2
2	830	2
2	831	2
2	832	0
2	833	2
2	834	2
2	835	0
2	836	2
2	837	0
2	838	0
2	839	0
2	840	0
2	841	0
2	842	0
2	843	2
2	844	2
2	845	2
2	846	2
2	847	0
2	848	0
2	849	0
2	850	0
2	851	0
2	852	0
2	853	0
2	854	2
2	855	2
2	856	2
2	857	2
2	858	0
2	859	0
2	860	2
2	861	0
2	862	0
2	863	2
2	864	0
2	865	0
2	866	2
2	867	0
2	868	2
2	869	0
2	870	2
2	871	0
2	872	0
2	873	2
2	874	2
2	875	0
2	876	0
2	877	0
2	878	2
2	879	2
2	880	0
2	881	0
2	882	2
2	883	2
2	884	2
2	885	2
2	886	0
2	887	2
2	888	2
2	889	2
2	890	2
2	891	0
2	892	0
2	893	0
2	894	0
2	895	2
2	896	0
2	897	2
2	898	2
2	899	2
2	900	2
2	901	2
2	902	2
2	903	0
2	904	2
2	905	2
2	906	2
2	907	2
2	908	2
2	909	0
2	910	0
2	911	2
2	912	0
2	913	0
2	914	0
2	915	0
2	916	0
2	917	0
2	918	2
2	919	0
2	920	2
2	921	0
2	922	2
2	923	2
2	924	0
2	925	0
2	926	2
2	927	2
2	928	0
2	929	2
2	930	2
2	931	0
2	932	2
2	933	0
2	934	0
2	935	2
2	936	0
2	937	2
2	938	0
2	939	2
2	940	0
2	941	2
2	942	0
2	943	2
2	944	0
2	945	2
2	946	2
2	947	0
2	948	0
2	949	0
2	950	2
2	951	2
2	952	2
2	953	2
2	954	2
2	955	2
2	956	2
2	957	2
2	958	0
2	959	2
2	960	2
2	961	0
2	962	2
2	963	0
2	964	2
2	965	2
2	966	0
2	967	2
2	968	2
2	969	2
2	970	2
2	971	2
2	972	2
2	973	2
2	974	0
2	975	2
2	976	2
2	977	2
2	978	2
2	979	0
2	980	0
2	981	2
2	982	2
2	983	2
2	984	0
2	985	0
2	986	2
2	987	2
2	988	0
2	989	0
2	990	2
2	991	2
2	992	0
2	993	2
2	994	0
2	995	0
2	996	0
2	997	2
2	998	0
2	999	2
2	1000	2
2	1001	0
2	1002	0
2	1003	0
2	1004	0
2	1005	0
2	1006	0
2	1007	0
2	1008	0
2	1009	2
2	1010	2
2	1011	0
2	1012	0
2	1013	0
2	1014	2
2	1015	0
2	1016	0
2	1017	0
2	1018	2
2	1019	2
2	1020	0
2	1021	0
2	1022	0
2	1023	2
2	1024	2
2	1025	0
2	1026	2
2	1027	2
2	1028	2
2	1029	0
2	1030	0
2	1031	0
2	1032	2
2	1033	2
2	1034	2
2	1035	2
2	1036	2
2	1037	0
2	1038	2
2	1039	0
2	1040	2
2	1041	2
2	1042	0
2	1043	2
2	1044	2
2	1045	2
2	1046	2
2	1047	2
2	1048	0
2	1049	2
2	1050	2
2	1051	2
2	1052	2
2	1053	2
2	1054	0
2	1055	0
2	1056	0
2	1057	0
2	1058	0
2	1059	0
2	1060	2
2	1061	2
2	1062	0
2	1063	0
2	1064	2
2	1065	0
2	1066	2
2	1067	0
2	1068	0
2	1069	0
2	1070	2
2	1071	0
2	1072	2
2	1073	2
2	1074	0
2	1075	0
2	1076	0
2	1077	0
2	1078	2
2	1079	2
2	1080	2
2	1081	2
2	1082	2
2	1083	0
2	1084	0
2	1085	0
2	1086	0
2	1087	0
2	1088	0
2	1089	2
2	1090	2
2	1091	0
2	1092	0
2	1093	0
2	1094	2
2	1095	0
2	1096	0
2	1097	2
2	1098	0
2	1099	0
2	1100	2
2	1101	2
2	1102	0
2	1103	2
2	1104	2
2	1105	2
2	1106	2
2	1107	0
2	1108	0
2	1109	2
2	1110	0
2	1111	2
2	1112	2
2	1113	0
2	1114	0
2	1115	2
2	1116	0
2	1117	0
2	1118	0
2	1119	0
2	1120	0
2	1121	0
2	1122	0
2	1123	0
2	1124	0
2	1125	2
2	1126	0
2	1127	0
2	1128	2
2	1129	2
2	1130	2
2	1131	2
2	1132	0
2	1133	2
2	1134	2
2	1135	2
2	1136	2
2	1137	2
2	1138	0
2	1139	0
2	1140	2
2	1141	0
2	1142	2
2	1143	0
2	1144	2
2	1145	2
2	1146	2
2	1147	0
2	1148	2
2	1149	2
2	1150	0
2	1151	0
2	1152	2
2	1153	2
2	1154	2
2	1155	0
2	1156	0
2	1157	0
2	1158	0
2	1159	2
2	1160	0
2	1161	2
2	1162	0
2	1163	2
2	1164	2
2	1165	2
2	1166	0
2	1167	2
2	1168	0
2	1169	0
2	1170	2
2	1171	2
2	1172	2
2	1173	2
2	1174	0
2	1175	2
2	1176	0
2	1177	0
2	1178	2
2	1179	0
2	1180	2
2	1181	0
2	1182	0
2	1183	0
2	1184	2
2	1185	2
2	1186	0
2	1187	2
2	1188	2
2	1189	2
2	1190	2
2	1191	2
2	1192	0
2	1193	2
2	1194	2
2	1195	2
2	1196	2
2	1197	2
2	1198	0
2	1199	2
2	1200	2
2	1201	2
2	1202	0
2	1203	0
2	1204	2
2	1205	0
2	1206	2
2	1207	2
2	1208	0
2	1209	0
2	1210	2
2	1211	2
2	1212	2
2	1213	2
2	1214	0
2	1215	0
2	1216	2
2	1217	0
2	1218	2
2	1219	0
2	1220	0
2	1221	2
2	1222	2
2	1223	2
2	1224	0
2	1225	0
2	1226	2
2	1227	0
2	1228	2
2	1229	2
2	1230	2
2	1231	0
2	1232	0
2	1233	0
2	1234	0
2	1235	2
2	1236	0
2	1237	0
2	1238	0
2	1239	0
2	1240	2
2	1241	2
2	1242	2
2	1243	0
2	1244	0
2	1245	0
2	1246	2
2	1247	0
2	1248	0
2	1249	2
2	1250	0
2	1251	0
2	1252	2
2	1253	0
2	1254	0
2	1255	0
2	1256	0
2	1257	0
2	1258	0
2	1259	0
2	1260	2
2	1261	2
2	1262	2
2	1263	0
2	1264	2
2	1265	0
2	1266	2
2	1267	2
2	1268	2
2	1269	2
2	1270	0
2	1271	2
2	1272	2
2	1273	0
2	1274	2
2	1275	2
2	1276	2
2	1277	2
2	1278	0
2	1279	2
2	1280	0
2	1281	0
2	1282	2
2	1283	0
2	1284	2
2	1285	2
2	1286	0
2	1287	2
2	1288	0
2	1289	2
2	1290	2
2	1291	2
2	1292	0
2	1293	2
2	1294	2
2	1295	0
2	1296	2
2	1297	2
2	1298	0
2	1299	0
2	1300	0
2	1301	0
2	1302	2
2	1303	0
2	1304	0
2	1305	2
2	1306	2
2	1307	2
2	1308	2
2	1309	0
2	1310	2
2	1311	0
2	1312	0
2	1313	2
2	1314	0
2	1315	2
2	1316	2
2	1317	2
2	1318	0
2	1319	2
2	1320	2
2	1321	2
2	1322	0
2	1323	0
2	1324	2
2	1325	2
2	1326	2
2	1327	2
2	1328	2
2	1329	2
2	1330	2
2	1331	2
2	1332	2
2	1333	0
2	1334	2
2	1335	0
2	1336	0
2	1337	0
2	1338	0
2	1339	2
2	1340	0
2	1341	0
2	1342	0
2	1343	0
2	1344	0
2	1345	0
2	1346	2
2	1347	0
2	1348	2
2	1349	0
2	1350	0
2	1351	2
2	1352	0
2	1353	0
2	1354	2
2	1355	2
2	1356	0
2	1357	0
2	1358	2
2	1359	0
2	1360	0
2	1361	0
2	1362	0
2	1363	0
2	1364	0
2	1365	2
2	1366	2
2	1367	2
2	1368	2
2	1369	2
2	1370	2
2	1371	0
2	1372	0
2	1373	2
2	1374	2
2	1375	2
2	1376	2
2	1377	2
2	1378	0
2	1379	0
2	1380	0
2	1381	0
2	1382	0
2	1383	0
2	1384	0
2	1385	0
2	1386	2
2	1387	2
2	1388	0
2	1389	0
2	1390	0
2	1391	0
2	1392	2
2	1393	0
2	1394	0
2	1395	0
2	1396	2
2	1397	2
2	1398	0
2	1399	0
2	1400	2
2	1401	0
2	1402	0
2	1403	2
2	1404	0
2	1405	0
2	1406	2
2	1407	0
2	1408	0
2	1409	0
2	1410	0
2	1411	2
2	1412	0
2	1413	0
2	1414	0
2	1415	0
2	1416	0
2	1417	2
2	1418	0
2	1419	2
2	1420	2
2	1421	0
2	1422	0
2	1423	2
2	1424	0
2	1425	0
2	1426	2
2	1427	0
2	1428	0
2	1429	2
2	1430	0
2	1431	0
2	1432	0
2	1433	0
2	1434	2
2	1435	0
2	1436	2
2	1437	0
2	1438	2
2	1439	0
2	1440	2
2	1441	2
2	1442	0
2	1443	0
2	1444	2
2	1445	2
2	1446	2
2	1447	0
2	1448	0
2	1449	2
2	1450	0
2	1451	0
2	1452	0
2	1453	2
2	1454	2
2	1455	0
2	1456	2
2	1457	0
2	1458	2
2	1459	0
2	1460	0
2	1461	0
2	1462	2
2	1463	2
2	1464	2
2	1465	2
2	1466	2
2	1467	0
2	1468	2
2	1469	2
2	1470	2
2	1471	0
2	1472	0
2	1473	2
2	1474	2
2	1475	2
2	1476	0
2	1477	2
2	1478	2
2	1479	2
2	1480	0
2	1481	2
2	1482	2
2	1483	2
2	1484	0
2	1485	2
2	1486	0
2	1487	2
2	1488	2
2	1489	2
2	1490	2
2	1491	2
2	1492	0
2	1493	0
2	1494	0
2	1495	0
2	1496	2
2	1497	0
2	1498	0
2	1499	2
2	1500	2
2	1501	2
2	1502	2
2	1503	2
2	1504	0
2	1505	0
2	1506	2
2	1507	0
2	1508	2
2	1509	2
2	1510	0
2	1511	0
2	1512	2
2	1513	2
2	1514	0
2	1515	2
2	1516	2
2	1517	0
2	1518	2
2	1519	2
2	1520	2
2	1521	0
2	1522	2
2	1523	2
2	1524	2
2	1525	0
2	1526	2
2	1527	2
2	1528	2
2	1529	2
2	1530	0
2	1531	2
2	1532	0
2	1533	0
2	1534	2
2	1535	2
2	1536	0
2	1537	0
2	1538	0
2	1539	0
2	1540	0
2	1541	2
2	1542	2
2	1543	0
2	1544	0
2	1545	0
2	1546	0
2	1547	2
2	1548	0
2	1549	2
2	1550	2
2	1551	0
2	1552	2
2	1553	2
2	1554	2
2	1555	2
2	1556	2
2	1557	0
2	1558	0
2	1559	2
2	1560	2
2	1561	2
2	1562	2
2	1563	2
2	1564	0
2	1565	0
2	1566	2
2	1567	2
2	1568	2
2	1569	2
2	1570	2
2	1571	0
2	1572	2
2	1573	2
2	1574	2
2	1575	0
2	1576	2
2	1577	2
2	1578	2
2	1579	2
2	1580	0
2	1581	2
2	1582	0
2	1583	2
2	1584	0
2	1585	0
2	1586	0
2	1587	2
2	1588	2
2	1589	0
2	1590	2
2	1591	0
2	1592	2
2	1593	0
2	1594	0
2	1595	0
2	1596	0
2	1597	0
2	1598	0
2	1599	2
2	1600	0
2	1601	2
2	1602	0
2	1603	0
2	1604	2
2	1605	2
2	1606	0
2	1607	2
2	1608	2
2	1609	0
2	1610	2
2	1611	0
2	1612	2
2	1613	0
2	1614	0
2	1615	2
2	1616	2
2	1617	2
2	1618	2
2	1619	0
2	1620	2
2	1621	0
2	1622	2
2	1623	2
2	1624	0
2	1625	0
2	1626	0
2	1627	0
2	1628	2
2	1629	2
2	1630	2
2	1631	0
2	1632	2
2	1633	0
2	1634	2
2	1635	2
2	1636	2
2	1637	2
2	1638	0
2	1639	2
2	1640	2
2	1641	2
2	1642	0
2	1643	0
2	1644	0
2	1645	2
2	1646	0
2	1647	0
2	1648	0
2	1649	0
2	1650	0
2	1651	2
2	1652	0
2	1653	0
2	1654	0
2	1655	2
2	1656	2
2	1657	0
2	1658	2
2	1659	2
2	1660	2
2	1661	2
2	1662	0
2	1663	0
2	1664	0
2	1665	0
2	1666	2
2	1667	2
2	1668	2
2	1669	2
2	1670	0
2	1671	2
2	1672	2
2	1673	2
2	1674	2
2	1675	2
2	1676	2
2	1677	0
2	1678	0
2	1679	2
2	1680	0
2	1681	2
2	1682	2
2	1683	2
2	1684	2
2	1685	0
2	1686	0
2	1687	2
2	1688	2
2	1689	0
2	1690	2
2	1691	0
2	1692	0
2	1693	2
2	1694	2
2	1695	0
2	1696	0
2	1697	2
2	1698	2
2	1699	2
2	1700	0
2	1701	2
2	1702	0
2	1703	0
2	1704	0
2	1705	0
2	1706	2
2	1707	0
2	1708	2
2	1709	2
2	1710	2
2	1711	0
2	1712	0
2	1713	0
2	1714	0
2	1715	2
2	1716	0
2	1717	0
2	1718	2
2	1719	0
2	1720	2
2	1721	2
2	1722	0
2	1723	2
2	1724	2
2	1725	2
2	1726	2
2	1727	2
2	1728	0
2	1729	0
2	1730	2
2	1731	2
2	1732	2
2	1733	2
2	1734	0
2	1735	2
2	1736	2
2	1737	2
2	1738	0
2	1739	0
2	1740	2
2	1741	0
2	1742	2
2	1743	0
2	1744	0
2	1745	0
2	1746	2
2	1747	2
2	1748	0
2	1749	2
2	1750	2
2	1751	0
2	1752	2
2	1753	2
2	1754	2
2	1755	2
2	1756	2
2	1757	2
2	1758	0
2	1759	0
2	1760	0
2	1761	2
2	1762	2
2	1763	0
2	1764	0
2	1765	2
2	1766	0
2	1767	2
2	1768	0
2	1769	0
2	1770	0
2	1771	2
2	1772	2
2	1773	2
2	1774	0
2	1775	2
2	1776	2
2	1777	2
2	1778	0
2	1779	0
2	1780	2
2	1781	2
2	1782	2
2	1783	0
2	1784	2
2	1785	2
2	1786	0
2	1787	0
2	1788	2
2	1789	2
2	1790	0
2	1791	0
2	1792	2
2	1793	2
2	1794	2
2	1795	2
2	1796	0
2	1797	0
2	1798	2
2	1799	2
2	1800	2
2	1801	0
2	1802	2
2	1803	2
2	1804	0
2	1805	0
2	1806	2
2	1807	0
2	1808	2
2	1809	2
2	1810	2
2	1811	0
2	1812	0
2	1813	2
2	1814	0
2	1815	0
2	1816	0
2	1817	2
2	1818	2
2	1819	0
2	1820	0
2	1821	0
2	1822	0
2	1823	2
2	1824	0
2	1825	2
2	1826	2
2	1827	0
2	1828	2
2	1829	0
2	1830	0
2	1831	0
2	1832	2
2	1833	2
2	1834	0
2	1835	2
2	1836	0
2	1837	2
2	1838	0
2	1839	0
2	1840	2
2	1841	0
2	1842	2
2	1843	0
2	1844	0
2	1845	0
2	1846	2
2	1847	0
2	1848	2
2	1849	2
2	1850	2
2	1851	0
2	1852	0
2	1853	0
2	1854	0
2	1855	0
2	1856	0
2	1857	2
2	1858	0
2	1859	0
2	1860	0
2	1861	2
2	1862	2
2	1863	2
2	1864	2
2	1865	2
2	1866	2
2	1867	2
2	1868	0
2	1869	0
2	1870	2
2	1871	0
2	1872	0
2	1873	0
2	1874	2
2	1875	0
2	1876	2
2	1877	0
2	1878	0
2	1879	2
2	1880	0
2	1881	2
2	1882	2
2	1883	2
2	1884	2
2	1885	0
2	1886	2
2	1887	0
2	1888	2
2	1889	2
2	1890	2
2	1891	2
2	1892	0
2	1893	2
2	1894	0
2	1895	2
2	1896	0
2	1897	0
2	1898	0
2	1899	0
2	1900	2
2	1901	0
2	1902	2
2	1903	2
2	1904	0
2	1905	2
2	1906	0
2	1907	2
2	1908	0
2	1909	2
2	1910	2
2	1911	0
2	1912	0
2	1913	2
2	1914	2
2	1915	2
2	1916	0
2	1917	0
2	1918	2
2	1919	0
2	1920	2
2	1921	0
2	1922	0
2	1923	0
2	1924	2
2	1925	0
2	1926	2
2	1927	0
2	1928	0
2	1929	2
2	1930	0
2	1931	0
2	1932	0
2	1933	2
2	1934	0
2	1935	0
2	1936	0
2	1937	2
2	1938	0
2	1939	0
2	1940	0
2	1941	0
2	1942	2
2	1943	2
2	1944	2
2	1945	0
2	1946	2
2	1947	0
2	1948	0
2	1949	2
2	1950	0
2	1951	0
2	1952	2
2	1953	2
2	1954	2
2	1955	2
2	1956	0
2	1957	2
2	1958	2
2	1959	2
2	1960	0
2	1961	0
2	1962	0
2	1963	2
2	1964	2
2	1965	2
2	1966	0
2	1967	2
2	1968	0
2	1969	2
2	1970	0
2	1971	2
2	1972	2
2	1973	0
2	1974	0
2	1975	0
2	1976	0
2	1977	0
2	1978	0
2	1979	2
2	1980	2
2	1981	2
2	1982	2
2	1983	0
2	1984	0
2	1985	0
2	1986	2
2	1987	2
2	1988	0
2	1989	2
2	1990	2
2	1991	2
2	1992	2
2	1993	0
2	1994	0
2	1995	2
2	1996	0
2	1997	0
2	1998	0
2	1999	2
2	2000	2
2	2001	2
2	2002	0
2	2003	2
2	2004	0
2	2005	2
2	2006	0
2	2007	0
2	2008	0
2	2009	0
2	2010	0
2	2011	0
2	2012	0
2	2013	0
2	2014	0
2	2015	0
2	2016	2
2	2017	0
2	2018	0
2	2019	2
2	2020	2
2	2021	0
2	2022	2
2	2023	2
2	2024	2
2	2025	2
2	2026	0
2	2027	0
2	2028	2
2	2029	0
2	2030	0
2	2031	0
